row ID,TruePositives,FalsePositives,TrueNegatives,FalseNegatives,Recall,Precision,Sensitivity,Specifity,F-measure,Accuracy,Cohen's kappa,,
1,1793,1553,4211,2447,0.422877358,0.535863718,0.422877358,0.730569049,0.472712892,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571471411,0.18501057,,42
0,3932,2734,2273,1065,0.786872123,0.589858986,0.786872123,0.45396445,0.674269056,,,,
1,1793,1544,4220,2447,0.422877358,0.53730896,0.422877358,0.732130465,0.473274383,,,,
2,1,0,9522,481,0.002074689,1,0.002074689,1,0.004140787,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572371052,0.186686018,,43
0,3930,2730,2277,1067,0.786471883,0.59009009,0.786471883,0.454763331,0.674272969,,,,
1,1794,1549,4215,2446,0.423113208,0.536643733,0.423113208,0.731263012,0.473163656,,,,
2,1,0,9522,481,0.002074689,1,0.002074689,1,0.004140787,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572271092,0.186566115,,44
0,3937,2744,2263,1060,0.787872724,0.589283041,0.787872724,0.451967246,0.674259291,,,,
1,1783,1540,4224,2457,0.420518868,0.536563346,0.420518868,0.732824427,0.471506016,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571771291,0.185311341,,45
0,3947,2746,2261,1050,0.789873924,0.589720604,0.789873924,0.451567805,0.675278015,,,,
1,1779,1532,4232,2461,0.419575472,0.537299909,0.419575472,0.734212353,0.471195868,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572371052,0.186311853,,46
0,3952,2752,2255,1045,0.790874525,0.589498807,0.790874525,0.450369483,0.675497821,,,,
1,1774,1526,4238,2466,0.418396226,0.537575758,0.418396226,0.735253296,0.470557029,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572371052,0.186183011,,47
0,3955,2752,2255,1042,0.791474885,0.589682421,0.791474885,0.450369483,0.675837321,,,,
1,1775,1522,4242,2465,0.418632075,0.538368214,0.418632075,0.735947259,0.471009686,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572770892,0.18690883,,48
0,3955,2753,2254,1042,0.791474885,0.589594514,0.791474885,0.450169762,0.675779581,,,,
1,1774,1522,4242,2466,0.418396226,0.538228155,0.418396226,0.735947259,0.470806794,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572670932,0.186706881,,49
0,3949,2752,2255,1048,0.790274164,0.589315028,0.790274164,0.450369483,0.675158147,,,,
1,1779,1524,4240,2461,0.419575472,0.538601272,0.419575472,0.735600278,0.471695612,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572570972,0.186598603,,50
0,3951,2760,2247,1046,0.790674405,0.588734913,0.790674405,0.44877172,0.674923129,,,,
1,1770,1523,4241,2470,0.41745283,0.537503796,0.41745283,0.735773768,0.469932298,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571871251,0.185149738,,51
0,3951,2766,2241,1046,0.790674405,0.588209022,0.790674405,0.447573397,0.674577429,,,,
1,1766,1521,4243,2474,0.416509434,0.537268026,0.416509434,0.736120749,0.469244055,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571471411,0.184318272,,52
0,3957,2764,2243,1040,0.791875125,0.588751674,0.791875125,0.447972838,0.675371224,,,,
1,1770,1513,4251,2470,0.41745283,0.53914103,0.41745283,0.737508675,0.470556959,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572471012,0.18617409,,53
0,3958,2771,2236,1039,0.792075245,0.588200327,0.792075245,0.446574795,0.675081017,,,,
1,1763,1512,4252,2477,0.415801887,0.538320611,0.415801887,0.737682165,0.469194943,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571871251,0.184938528,,54
0,3962,2772,2235,1035,0.792875725,0.588357588,0.792875725,0.446375075,0.675475237,,,,
1,1764,1506,4258,2476,0.416037736,0.539449541,0.416037736,0.738723109,0.469773635,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572371052,0.185831415,,55
0,3962,2782,2225,1035,0.792875725,0.587485172,0.792875725,0.444377871,0.674899923,,,,
1,1755,1505,4259,2485,0.413915094,0.538343558,0.413915094,0.7388966,0.468,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571471411,0.184001065,,56
0,3967,2793,2214,1030,0.793876326,0.58683432,0.793876326,0.442180947,0.674832015,,,,
1,1742,1502,4262,2498,0.410849057,0.536991369,0.410849057,0.739417071,0.465526456,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.570671731,0.182289882,,57
0,3966,2800,2207,1031,0.793676206,0.586166125,0.793676206,0.440782904,0.674317776,,,,
1,1738,1500,4264,2502,0.40990566,0.536751081,0.40990566,0.739764053,0.464830168,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.570171931,0.181267179,,58
0,3966,2797,2210,1031,0.793676206,0.586426142,0.793676206,0.441382065,0.674489796,,,,
1,1741,1500,4264,2499,0.410613208,0.537179883,0.410613208,0.739764053,0.465445796,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.570471811,0.18187375,,59
0,3964,2802,2205,1033,0.793275966,0.585870529,0.793275966,0.440383463,0.673977727,,,,
1,1735,1503,4261,2505,0.409198113,0.535824583,0.409198113,0.739243581,0.464027815,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.569672131,0.180315164,,60
0,3968,2812,2195,1029,0.794076446,0.585250737,0.794076446,0.438386259,0.673855821,,,,
1,1724,1500,4264,2516,0.406603774,0.534739454,0.406603774,0.739764053,0.461950697,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.568972411,0.178816703,,61
0,3969,2811,2196,1028,0.794276566,0.58539823,0.794276566,0.43858598,0.674025643,,,,
1,1721,1503,4261,2519,0.405896226,0.533808933,0.405896226,0.739243581,0.461146838,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.568772491,0.178435821,,62
0,3970,2803,2204,1027,0.794476686,0.586150893,0.794476686,0.440183743,0.674596432,,,,
1,1730,1501,4263,2510,0.408018868,0.535437945,0.408018868,0.739590562,0.46312408,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.569772091,0.180422909,,63
0,3983,2808,2199,1014,0.797078247,0.586511559,0.797078247,0.439185141,0.675771971,,,,
1,1727,1486,4278,2513,0.407311321,0.53750389,0.407311321,0.742192922,0.463437542,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.570771691,0.182115,,64
0,3985,2811,2196,1012,0.797478487,0.586374338,0.797478487,0.43858598,0.675824642,,,,
1,1723,1485,4279,2517,0.406367925,0.537094763,0.406367925,0.742366412,0.462674544,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.570571771,0.181675084,,65
0,3986,2808,2199,1011,0.797678607,0.586694142,0.797678607,0.439185141,0.676108897,,,,
1,1725,1485,4279,2515,0.406839623,0.537383178,0.406839623,0.742366412,0.463087248,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.570871651,0.182270114,,66
0,3987,2811,2196,1010,0.797878727,0.586496028,0.797878727,0.43858598,0.676049173,,,,
1,1722,1484,4280,2518,0.406132075,0.537117904,0.406132075,0.742539903,0.462530218,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.570671731,0.181841984,,67
0,3984,2814,2193,1013,0.797278367,0.586054722,0.797278367,0.437986818,0.675540483,,,,
1,1724,1482,4282,2516,0.406603774,0.537741734,0.406603774,0.742886884,0.463067419,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.570571771,0.181651493,,68
0,3991,2817,2190,1006,0.798679208,0.586222092,0.798679208,0.437387657,0.676154172,,,,
1,1721,1475,4289,2519,0.405896226,0.538485607,0.405896226,0.744101319,0.462883271,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.570971611,0.182295589,,69
0,3984,2806,2201,1013,0.797278367,0.586745214,0.797278367,0.439584582,0.675998982,,,,
1,1731,1483,4281,2509,0.408254717,0.538581207,0.408254717,0.742713393,0.464448618,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571271491,0.183079132,,70
0,3986,2808,2199,1011,0.797678607,0.586694142,0.797678607,0.439185141,0.676108897,,,,
1,1727,1483,4281,2513,0.407311321,0.538006231,0.407311321,0.742713393,0.463624161,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571071571,0.182651073,,71
0,3994,2810,2197,1003,0.799279568,0.587007643,0.799279568,0.4387857,0.676891789,,,,
1,1728,1472,4292,2512,0.40754717,0.54,0.40754717,0.74462179,0.464516129,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571971212,0.184247813,,72
0,3992,2808,2199,1005,0.798879328,0.587058824,0.798879328,0.439185141,0.676782233,,,,
1,1731,1473,4291,2509,0.408254717,0.540262172,0.408254717,0.7444483,0.465072542,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572071172,0.184485345,,73
0,4006,2807,2200,991,0.801681009,0.587993542,0.801681009,0.439384861,0.678408129,,,,
1,1734,1457,4307,2506,0.408962264,0.543403322,0.408962264,0.74722415,0.466693581,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.573770492,0.187571539,,74
0,4004,2815,2192,993,0.801280768,0.587182871,0.801280768,0.437787098,0.677725118,,,,
1,1727,1458,4306,2513,0.407311321,0.542229199,0.407311321,0.747050659,0.465185185,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572870852,0.185786317,,75
0,3997,2824,2183,1000,0.799879928,0.58598446,0.799879928,0.435989615,0.676425791,,,,
1,1720,1463,4301,2520,0.405660377,0.540370719,0.405660377,0.746183206,0.463424491,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571471411,0.183095081,,76
0,4003,2824,2183,994,0.801080648,0.586348323,0.801080648,0.435989615,0.677097429,,,,
1,1723,1454,4310,2517,0.406367925,0.542335537,0.406367925,0.747744622,0.464608332,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572371052,0.184739534,,77
0,4001,2818,2189,996,0.800680408,0.586742924,0.800680408,0.437187937,0.677217332,,,,
1,1726,1459,4305,2514,0.407075472,0.541915228,0.407075472,0.746877169,0.464915825,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.572471012,0.185024123,,78
0,3990,2825,2182,1007,0.798479087,0.585473221,0.798479087,0.435789894,0.675584152,,,,
1,1723,1466,4298,2517,0.406367925,0.540294763,0.406367925,0.745662734,0.463857854,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.571071571,0.182403599,,79
0,3988,2840,2167,1009,0.798078847,0.584065612,0.798078847,0.432794088,0.674503171,,,,
1,1709,1467,4297,2531,0.403066038,0.538098237,0.403066038,0.745489244,0.460895361,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.569472211,0.179201155,,80
0,3993,2844,2163,1004,0.799079448,0.584028082,0.799079448,0.431995207,0.674835221,,,,
1,1706,1461,4303,2534,0.402358491,0.538680139,0.402358491,0.746530187,0.460645335,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.569672131,0.179475809,,81
0,3988,2839,2168,1009,0.798078847,0.584151164,0.798078847,0.432993809,0.674560217,,,,
1,1711,1466,4298,2529,0.403537736,0.538558388,0.403537736,0.745662734,0.461372523,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.569672131,0.179594132,,82
0,3984,2837,2170,1013,0.797278367,0.584078581,0.797278367,0.433393249,0.674225757,,,,
1,1711,1472,4292,2529,0.403537736,0.537543198,0.403537736,0.74462179,0.460999596,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.569272291,0.178902893,,83
0,3984,2851,2156,1013,0.797278367,0.582882224,0.797278367,0.430597164,0.673427992,,,,
1,1698,1471,4293,2542,0.400471698,0.535815715,0.400471698,0.744795281,0.458361452,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.567972811,0.176259404,,84
0,3991,2847,2160,1006,0.798679208,0.58365019,0.798679208,0.431396046,0.67444022,,,,
1,1699,1467,4297,2541,0.400707547,0.536639292,0.400707547,0.745489244,0.458817175,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.568772491,0.177748568,,85
0,3996,2849,2158,1001,0.799679808,0.583783784,0.799679808,0.430996605,0.674885999,,,,
1,1694,1465,4299,2546,0.399528302,0.536245647,0.399528302,0.745836225,0.457899716,,,,
2,0,0,9522,482,0,,0,1,,,,,
3,0,0,9799,205,0,,0,1,,,,,
4,0,0,9967,37,0,,0,1,,,,,
5,0,0,9982,22,0,,0,1,,,,,
6,0,0,9990,14,0,,0,1,,,,,
7,0,0,10001,3,0,,0,1,,,,,
8,0,0,10002,2,0,,0,1,,,,,
9,0,0,10002,2,0,,0,1,,,,,
Overall,,,,,,,,,,0.568772491,0.177665546,,86
0,4005,2863,2144,992,0.801480889,0.583139196,0.801480889,0.428200519,0.675094817,,,,
